,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA,ESTU_TIPODOCUMENTOÂ,ESTU_NACIONALIDADÂ,ESTU_GENEROÂ,ESTU_FECHANACIMIENTOÂ,PERIODOÂ,ESTU_CONSECUTIVOÂ,ESTU_ESTUDIANTEÂ,ESTU_PAIS_RESIDEÂ,ESTU_ETNIAÂ,ESTU_LIMITA_MOTRIZÂ,ESTU_LIMITA_INVIDENTEÂ,ESTU_LIMITA_SORDOCONINTERPRETEÂ,ESTU_LIMITA_SORDOSININTERPRETEÂ,ESTU_LIMITA_SORDOCEGUERAÂ,ESTU_DEPTO_RESIDEÂ,ESTU_COD_RESIDE_DEPTOÂ,ESTU_MCPIO_RESIDEÂ,ESTU_COD_RESIDE_MCPIOÂ,ESTU_ESTADOCIVILÂ,ESTU_COLE_TERMINOÂ,ESTU_CODDANE_COLE_TERMINOÂ,ESTU_COD_COLE_MCPIO_TERMINOÂ,ESTU_OTROCOLE_TERMINOÂ,ESTU_TITULOOBTENIDOBACHILLERÂ,ESTU_ANO_EXAMENESTADO_SB11Â,ESTU_SEMESTRE_EXAMENESTADOSB11Â,ESTU_PORCENTAJECREDITOSAPROBÂ,ESTU_VALORMATRICULAUNIVERSIDADÂ,ESTU_PAGOMATRICULABECAÂ,ESTU_PAGOMATRICULACREDITOÂ,ESTU_PAGOMATRICULAPADRESÂ,ESTU_PAGOMATRICULAPROPIOÂ,ESTU_TOMO_CURSOPREPARACIONÂ,ESTU_CURSODOCENTESIESÂ,ESTU_CURSOIESAPOYOEXTERNOÂ,ESTU_CURSOIESEXTERNAÂ,ESTU_SIMULACROTIPOICFESÂ,ESTU_ACTIVIDADREFUERZOAREASÂ,ESTU_ACTIVIDADREFUERZOGENERICÂ,ESTU_TIPODOCUMENTOSB11Â,ESTU_SEMESTRECURSAÂ,FAMI_HOGARACTUALÂ,FAMI_CABEZAFAMILIAÂ,FAMI_NUMPERSONASACARGOÂ,FAMI_EDUCACIONPADREÂ,FAMI_EDUCACIONMADREÂ,FAMI_OCUPACIONPADREÂ,FAMI_OCUPACIONMADREÂ,FAMI_ESTRATOVIVIENDAÂ,FAMI_NIVEL_SISBENÂ,FAMI_PERSONASHOGARÂ,FAMI_CUARTOSHOGARÂ,FAMI_PISOS_HOGARÂ,FAMI_TIENEINTERNETÂ,FAMI_TIENE_SERVICIOTVÂ,FAMI_TIENECOMPUTADORÂ,FAMI_TIENELAVADORAÂ,FAMI_TIENE_MICROONDASÂ,FAMI_TIENE_HORNOÂ,FAMI_TIENEAUTOMOVILÂ,FAMI_TIENE_DVDÂ,FAMI_TIENE_NEVERAÂ,FAMI_TIENE_CELULARÂ,FAMI_TELEFONOÂ,FAMI_INGRESO_FMILIAR_MENSUALÂ,ESTU_TRABAJA_ACTUALMENTEÂ,ESTU_HORASSEMANATRABAJAÂ,INST_COD_INSTITUCIONÂ,INST_NOMBRE_INSTITUCIONÂ,ESTU_PRGM_ACADEMICOÂ,ESTU_SNIES_PRGMACADEMICOÂ,GRUPOREFERENCIAÂ,ESTU_PRGM_CODMUNICIPIOÂ,ESTU_PRGM_MUNICIPIOÂ,ESTU_PRGM_DEPARTAMENTOÂ,ESTU_NIVEL_PRGM_ACADEMICOÂ,ESTU_METODO_PRGMÂ,ESTU_NUCLEO_PREGRADOÂ,ESTU_INST_CODMUNICIPIOÂ,ESTU_INST_MUNICIPIOÂ,ESTU_INST_DEPARTAMENTOÂ,INST_CARACTER_ACADEMICOÂ,INST_ORIGENÂ,ESTU_PRIVADO_LIBERTADÂ,ESTU_COD_MCPIO_PRESENTACIONÂ,ESTU_MCPIO_PRESENTACIONÂ,ESTU_DEPTO_PRESENTACIONÂ,ESTU_COD_DEPTO_PRESENTACIONÂ,MOD_RAZONA_CUANTITAT_PUNTÂ,MOD_LECTURA_CRITICA_PUNTÂ,MOD_COMPETEN_CIUDADA_PUNTÂ,MOD_INGLES_PUNTÂ,MOD_INGLES_DESEMÂ,MOD_COMUNI_ESCRITA_PUNTÂ,MOD_COMUNI_ESCRITA_DESEMÂ
66,M,12/12/1986,20121.0,EK201210008146,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2004.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,No,No,Si,Si,10,,,,Es habitual o permanente,Si,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Trabajador por cuenta propia,Trabajador por cuenta propia,Estrato 5,Nivel 3,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para contribuir a pagar su matrícula y/o los gastos del hogar",Veinte,UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN,INGENIERIA DE SISTEMAS E INFORMATICA,INGENIERÍA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,OFICIAL NACIONAL,14.5,12.9,13.9,13.9,B+,11.8,6.0,,,,,,,,,73.0,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,M,25/11/1990,20121.0,EK201210006947,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 76% y el 80%,Más de 5 millones,Si,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Pensionado,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA MECANICA,INGENIERÍA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,15.9,12.5,12.1,13.3,B+,12.1,7.0,,,,,,,,,72.89999999999999,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,F,16/04/1990,20123.0,EK201230036315,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,Si,Si,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pensionado,Hogar,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MICROBIOLOGIA,CIENCIAS NATURALES Y EXACTAS,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.4,11.4,12.5,15.0,B+,12.6,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.89999999999999,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,M,02/08/1983,20121.0,EK201210006940,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2000.0,Primer semestre,Más del 90%,Entre 1 millón y menos de 3 millones,,,Si,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Técnica o tecnológica completa,Empleado obrero u operario,Trabajador por cuenta propia,Estrato 2,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA DE PROCESOS,INGENIERÍA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.2,12.2,12.8,14.4,B+,12.9,8.0,,,,,,,,,72.5,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,F,08/02/1989,20123.0,EK201230005663,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,Si,,,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.8,11.4,13.3,15.0,B+,11.9,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,M,27/09/1990,20121.0,EK201210008351,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Menos de 500 mil,No,Si,No,No,08,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Pensionado,Otra actividad u ocupación,Estrato 3,Esta clasificada en otro nivel del SISBEN,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,CONTADURIA PUBLICA,CONTADURÍA Y AFINES,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.2,12.5,13.9,12.8,B+,13.0,8.0,,,,,,,,,72.4,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,M,23/12/1989,20123.0,EK201230010054,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2007.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,Si,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pensionado,Directivo,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,INGENIERIA AERONAUTICA,INGENIERÍA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.9,12.4,11.6,14.4,B+,12.9,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,M,20/01/1989,20123.0,EK201230005799,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Entre el 81% y el 90%,No pagó matrícula,,,,,12 o más,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Profesional independiente,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, práctica obligatoria del programa de estudios",Veinte,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.7,12.8,13.3,15.0,B+,11.4,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,F,16/04/1989,20123.0,EK201230004679,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2005.0,Segundo semestre,Entre el 81% y el 90%,Entre 1 millón y menos de 3 millones,,,Si,,12 o más,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Director o Gerente General,Estrato 6,No está clasificada por el SISBEN,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE ANTIOQUIA-MEDELLIN,MEDICINA,MEDICINA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.6,12.8,12.5,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,M,31/07/1990,20123.0,EK201230006081,COLOMBIA,ANTIOQUIA,5.0,MEDELLÍN,5001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,No pagó matrícula,,,,,10,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Educación profesional completa,Otra actividad u ocupación,Empleado de nivel técnico o profesional,Estrato 3,Nivel 3,Tres,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,No,No,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD EAFIT--MEDELLIN,INGENIERIA CIVIL,INGENIERÍA,5001.0,MEDELLÍN,ANTIOQUIA,UNIVERSITARIO,PRESENCIAL,5001.0,MEDELLÍN,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.5,13.8,11.6,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,5,ANTIOQUIA,5001,MEDELLÍN,Municipio,"6,257590259","-75,61103107",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,M,07/07/1989,20121.0,EK201210063132,COLOMBIA,CALDAS,17.0,MANIZALES,17001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,Si,No,12 o más,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Educación profesional completa,Trabajador por cuenta propia,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Dos,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE CALDAS-MANIZALES,MEDICINA,MEDICINA,17001.0,MANIZALES,CALDAS,UNIVERSITARIO,PRESENCIAL,17001.0,MANIZALES,UNIVERSIDAD,OFICIAL NACIONAL,12.8,13.5,13.9,12.8,B+,12.8,8.0,,,,,,,,,73.8,17,CALDAS,17001,MANIZALES,Municipio,"5,08343301","-75,50727881",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,M,05/03/1991,20123.0,EK201230122690,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Menos de 500 mil,No,No,Si,No,09,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Profesional independiente,Hogar,Estrato 3,Nivel 2,Cinco,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA QUIMICA,INGENIERÍA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.7,12.1,12.5,14.4,B+,13.1,8.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.8,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,F,09/05/1989,20123.0,EK201230127040,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Menos de 500 mil,,,Si,Si,12 o más,,,,Es habitual o permanente,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Profesional independiente,Hogar,Estrato 3,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,No,No,Si,Si,No,Si,Si,Si,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MEDICINA,MEDICINA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,16.8,11.8,13.3,12.3,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.5,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,M,09/11/1988,20121.0,EK201210085293,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2004.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,,,Si,,09,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Postgrado,Postgrado,Empleado de nivel técnico o profesional,Trabajador por cuenta propia,Estrato 4,No está clasificada por el SISBEN,Una,Uno,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,No,No,No,No,No,No,No,Si,Menos de 1 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA QUIMICA,INGENIERÍA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,14.5,12.9,11.1,14.9,B+,12.5,7.0,,,,,,,,,72.9,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,M,10/12/1991,20123.0,EK201230122576,COLOMBIA,SANTANDER,68.0,BUCARAMANGA,68001.0,Soltero,,,,,2005.0,Segundo semestre,Más del 90%,Menos de 500 mil,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica incompleta,Secundaria (Bachillerato) completa,Pequeño empresario,Empleado de nivel auxiliar o administrativo,Estrato 2,Nivel 2,Seis,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,INGENIERIA DE SISTEMAS,INGENIERÍA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,13.3,11.8,12.5,15.0,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,71.9,68,SANTANDER,68001,BUCARAMANGA,Municipio,"7,155833544","-73,11156997",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,M,09/07/1990,20123.0,EK201230125865,COLOMBIA,SANTANDER,68.0,FLORIDABLANCA,68276.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 500 mil y menos de 1 millón,,,Si,,12 o más,,,,Es habitual o permanente,No,Ninguna,Técnica o tecnológica completa,Postgrado,Empleado de nivel técnico o profesional,Empleado de nivel técnico o profesional,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 5 y menos de 7 SMLV,No,,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,MEDICINA,MEDICINA,68001.0,BUCARAMANGA,SANTANDER,UNIVERSITARIO,PRESENCIAL,68001.0,BUCARAMANGA,UNIVERSIDAD,OFICIAL DEPARTAMENTAL,12.9,13.3,12.5,15.0,B+,12.5,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,73.2,68,SANTANDER,68276,FLORIDABLANCA,Municipio,"7,079704598","-73,0679925",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
